eval_id,Q_pitch,R,fitness,rms_pitch_wobble_deg,max_pitch_deviation_deg,pitch_settle_time_s,pitch_oscillations_count,max_wheel_pos_drift_m,control_effort_integral,peak_torque_nm,max_bearing_load_n,pass_fail
106,67.28493410067844,1.7732067490674952,0.32368340467609846,0.10409973231326203,0.3244373519006847,0.05000000000000004,97,0.0019851942211588664,0.8007443424528786,0.3296038729334221,90.45419796651662,True
107,25.28360725810748,1.5322502757852154,0.2955559471412945,0.10055764555874874,0.26834960885557524,0.05000000000000004,104,0.002170802544707603,0.7156728391561273,0.2398051861982166,90.44867747438241,True
108,47.231769838229546,1.422072858067776,0.2904563362470963,0.09785979893100774,0.2604319730539737,0.05000000000000004,88,0.0022688702358915408,0.7365095882308993,0.227312455697901,90.43987295898192,True
109,22.348919002240606,1.4177188437631256,0.34606973281691333,0.11189968181837018,0.376652552485363,0.05000000000000004,104,0.002418065249661137,0.8660683290091815,0.32309164787337713,90.41106755240709,True
110,51.55051151631017,1.6203233903456473,0.30369709078659063,0.10794287965012873,0.29711857601581126,0.05000000000000004,85,0.0021747190693532734,0.7645829572206823,0.26439255807497924,90.44471245540272,True
111,65.8919149352608,1.1772535833038058,0.35364306117151323,0.11198850618628069,0.3102489500009922,0.05000000000000004,90,0.0024876163298222266,0.932650673465192,0.3018746706473853,90.45482553407506,True
112,60.36839162089255,1.7428426749980117,0.29236762804086464,0.09948069219863862,0.281738234771302,0.05000000000000004,90,0.002015797182280274,0.7208945715077384,0.2694854884801855,90.4462167087542,True
113,21.333870522077888,1.0347613606869928,0.3560482798866905,0.10512132067626638,0.32179835056600625,0.05000000000000004,92,0.0021132813357825036,0.9363505986761274,0.33489445679995655,90.4604702879279,True
114,12.320901478445506,1.68380122217745,0.3201246922858214,0.11228982740604532,0.29976690584365073,0.05000000000000004,98,0.0023355603429493256,0.7842955987720777,0.2966774956179399,90.43682776527832,True
115,52.8528526858892,1.46885084655896,0.3020486574418344,0.1004134184790185,0.2682369008261736,0.05000000000000004,89,0.00205351208031477,0.7688771359799382,0.24753303639179508,90.44559435187023,True
116,50.53280615970507,1.0685603064266087,0.3494213309349863,0.10081883700968028,0.37197578900869144,0.05000000000000004,78,0.0025481492769327575,0.9215645949464035,0.39193017539126673,90.45235073367532,True
117,102.41862560279294,1.7618788901318891,0.2806401166570008,0.09211129244073815,0.28587039685417404,0.05000000000000004,101,0.0023811412462171827,0.6699433784447184,0.2533352682028248,90.43499451963291,True
118,123.78233620947222,1.8545950462643337,0.32702649676280987,0.11212676855377819,0.30563958172988426,0.05000000000000004,98,0.002427564344680437,0.809825269487331,0.3023395910052975,90.44538114233714,True
119,159.52432563435661,1.7299419035742427,0.3131905792489343,0.0998312590727628,0.2508979894127863,0.05000000000000004,95,0.002447535952485094,0.7889927144397654,0.28020389819390806,90.44480149708106,True
